mega_cd,mega_nm,cty_cd,cty_nm,admi_cd,admi_nm,land_area
"26","부산광역시","26470","연제구","26470630","거제3동",0.528055010517037
"26","부산광역시","26470","연제구","26470640","거제4동",0.525669674114839
"26","부산광역시","26470","연제구","26470650","연산1동",0.775076269226462
"31","울산광역시","31170","동구","31170510","방어동",6.21409423162945
"31","울산광역시","31170","동구","31170520","일산동",2.30646051460218
"26","부산광역시","26470","연제구","26470660","연산2동",1.15864128029134
"26","부산광역시","26470","연제구","26470690","연산5동",0.698390454313711
"26","부산광역시","26470","연제구","26470720","연산8동",0.748080157775799
"26","부산광역시","26500","수영구","26500670","남천2동",0.503430081997551
"48","경상남도","48250","김해시","48250520","회현동",1.14050649232375
"48","경상남도","48250","김해시","48250530","부원동",1.99313844779339
"48","경상남도","48250","김해시","48250540","내외동",5.39234286765933
"48","경상남도","48250","김해시","48250550","북부동",13.7557319511278
"48","경상남도","48250","김해시","48250565","칠산서부동",19.7000031135067
"48","경상남도","48250","김해시","48250580","활천동",5.89502703135729
"48","경상남도","48250","김해시","48250590","삼안동",11.2591994612562
"27","대구광역시","27170","서구","27170695","원대동",0.604824236994022
"48","경상남도","48270","밀양시","48270520","내이동",3.28248065877558
"48","경상남도","48270","밀양시","48270550","교동",4.63630021377474
"51","강원특별자치도","51110","춘천시","51110520","교동",0.538469236156085
"26","부산광역시","26500","수영구","26500730","수영동",0.732297123882165
"27","대구광역시","27260","수성구","27260661","범물1동",5.66586727086626
"26","부산광역시","26500","수영구","26500740","망미1동",1.87070665626233
"26","부산광역시","26500","수영구","26500750","망미2동",0.759511973692372
"27","대구광역시","27260","수성구","27260670","고산1동",8.85321814819071
"27","대구광역시","27260","수성구","27260690","고산3동",5.23099224580705
"26","부산광역시","26500","수영구","26500770","광안2동",0.665580609160656
"26","부산광역시","26500","수영구","26500790","광안4동",1.53364017527824
"26","부산광역시","26500","수영구","26500800","민락동",1.58261639337994
"26","부산광역시","26530","사상구","26530580","삼락동",6.70130105013333
"26","부산광역시","26530","사상구","26530591","모라1동",1.73272624757814
"26","부산광역시","26530","사상구","26530593","모라3동",3.292630125115
"27","대구광역시","27260","수성구","27260602","황금2동",1.17846973081601
"47","경상북도","47130","경주시","47130605","월성동",31.4739752566935
"11","서울특별시","11110","종로구","11110540","삼청동",1.47718771613325
"11","서울특별시","11110","종로구","11110550","부암동",2.27304441174478
"11","서울특별시","11110","종로구","11110560","평창동",8.94065531894687
"27","대구광역시","27200","남구","27200560","대명1동",0.478014507665571
"47","경상북도","47130","경주시","47130650","불국동",37.3118696688919
"47","경상북도","47130","경주시","47130530","황오동",1.33239844344782
"47","경상북도","47130","경주시","47130570","황남동",19.9430718380343
"47","경상북도","47290","경산시","47290330","자인면",22.0119482698188
"47","경상북도","47290","경산시","47290340","용성면",79.7064610919249
"47","경상북도","47290","경산시","47290350","남산면",37.9783507013189
"47","경상북도","47290","경산시","47290370","남천면",69.8640493826208
"47","경상북도","47290","경산시","47290520","중앙동",0.920640360046487
"47","경상북도","47290","경산시","47290560","동부동",18.1280236315094
"47","경상북도","47290","경산시","47290541","서부1동",5.25046173186213
"47","경상북도","47290","경산시","47290530","남부동",3.73551203881558
"47","경상북도","47290","경산시","47290550","북부동",9.44564166463167
"47","경상북도","47290","경산시","47290510","중방동",1.1341899915833
"47","경상북도","47290","경산시","47290542","서부2동",1.86692093165508
"47","경상북도","47820","청도군","47820250","화양읍",43.0040317084775
"47","경상북도","47820","청도군","47820253","청도읍",86.4753330127588
"47","경상북도","47820","청도군","47820310","각남면",46.418136735374
"47","경상북도","47820","청도군","47820320","풍각면",61.0696087254955
"47","경상북도","47820","청도군","47820330","각북면",50.6973743147036
"47","경상북도","47820","청도군","47820340","이서면",55.2483500713362
"47","경상북도","47820","청도군","47820350","운문면",148.988559221364
"47","경상북도","47820","청도군","47820360","금천면",71.0955000309922
"47","경상북도","47820","청도군","47820370","매전면",129.919703340579
"47","경상북도","47830","고령군","47830320","운수면",45.3757704609467
"11","서울특별시","11110","종로구","11110710","숭인2동",0.35164030871961
"47","경상북도","47830","고령군","47830330","성산면",48.1645567980897
"47","경상북도","47830","고령군","47830340","다산면",48.9798390744267
"47","경상북도","47830","고령군","47830350","개진면",39.4035008748313
"47","경상북도","47830","고령군","47830360","우곡면",47.7299418261209
"48","경상남도","48170","진주시","48170360","일반성면",19.6180812503113
"48","경상남도","48170","진주시","48170370","이반성면",42.4932113056982
"26","부산광역시","26530","사상구","26530600","덕포1동",0.554903258466908
"48","경상남도","48220","통영시","48220310","용남면",17.3483421861122
"48","경상남도","48220","통영시","48220330","도산면",38.8159492680091
"48","경상남도","48220","통영시","48220340","광도면",41.0228073696092
"48","경상남도","48220","통영시","48220360","한산면",33.2745954767302
"48","경상남도","48220","통영시","48220530","명정동",3.97294713719525
"48","경상남도","48220","통영시","48220550","중앙동",0.668381584735482
"48","경상남도","48220","통영시","48220590","정량동",2.01637898554251
"48","경상남도","48220","통영시","48220600","북신동",1.05569688154424
"48","경상남도","48220","통영시","48220700","무전동",1.84778742034286
"26","부산광역시","26530","사상구","26530610","덕포2동",1.62103592418
"11","서울특별시","11170","용산구","11170590","용문동",0.277325002093078
"26","부산광역시","26530","사상구","26530620","괘법동",3.4342281619225
"27","대구광역시","27290","달서구","27290601","월성1동",1.8921770085109
"27","대구광역시","27290","달서구","27290615","진천동",5.08574135983323
"27","대구광역시","27290","달서구","27290617","유천동",1.24377977651187
"27","대구광역시","27710","달성군","27710250","화원읍",26.3883055650653
"27","대구광역시","27710","달성군","27710253","논공읍",44.437289767188
"27","대구광역시","27710","달성군","27710259","유가읍",56.2582116081781
"27","대구광역시","27710","달성군","27710262","옥포읍",46.8665893823099
"47","경상북도","47190","구미시","47190600","신평2동",0.408860261876437
"31","울산광역시","31140","남구","31140540","신정4동",0.941224055452591
"11","서울특별시","11305","강북구","11305625","수유2동",0.581177029920072
"11","서울특별시","11305","강북구","11305635","수유3동",0.745080959768753
"11","서울특별시","11305","강북구","11305534","삼양동",0.92339431422315
"11","서울특별시","11305","강북구","11305535","미아동",0.840567728516759
"11","서울특별시","11305","강북구","11305545","송중동",1.07497997630019
"26","부산광역시","26530","사상구","26530650","주례1동",1.3216819783133
"31","울산광역시","31140","남구","31140560","달동",1.29371230918759
"31","울산광역시","31140","남구","31140570","삼산동",4.96328844729273
"31","울산광역시","31140","남구","31140585","삼호동",2.60723713380265
"31","울산광역시","31140","남구","31140595","무거동",3.27040496598376
"31","울산광역시","31140","남구","31140600","옥동",11.2130889250541
"31","울산광역시","31140","남구","31140670","야음장생포동",13.8764838197349
"31","울산광역시","31140","남구","31140625","대현동",1.16527723009276
"11","서울특별시","11350","노원구","11350570","월계2동",2.00376145228863
"26","부산광역시","26530","사상구","26530661","주례3동",1.15747859543167
"26","부산광역시","26530","사상구","26530670","학장동",5.50322141623331
"26","부산광역시","26530","사상구","26530680","엄궁동",5.06278877026506
"31","울산광역시","31170","동구","31170600","남목3동",10.5037857417848
"26","부산광역시","26530","사상구","26530645","감전동",3.49921211706924
"31","울산광역시","31200","북구","31200510","농소1동",15.2385502199168
"31","울산광역시","31200","북구","31200520","농소2동",10.9382136372433
"31","울산광역시","31200","북구","31200530","농소3동",31.0970021600169
"51","강원특별자치도","51110","춘천시","51110530","조운동",0.323281726097552
"27","대구광역시","27110","중구","27110690","대봉2동",0.282048826871439
"27","대구광역시","27200","남구","27200586","대명3동",0.986957482745308
"48","경상남도","48270","밀양시","48270380","무안면",100.776238604229
"48","경상남도","48310","거제시","48310310","일운면",31.4890347061939
"48","경상남도","48310","거제시","48310320","동부면",53.064949590247
"27","대구광역시","27200","남구","27200590","대명4동",0.728657360958094
"48","경상남도","48121","창원시 의창구","48121250","동읍",59.5811956390593
"48","경상남도","48121","창원시 의창구","48121310","북면",73.8031478590487
"48","경상남도","48121","창원시 의창구","48121320","대산면",33.8048244522774
"48","경상남도","48121","창원시 의창구","48121510","의창동",8.33433979232684
"48","경상남도","48121","창원시 의창구","48121520","팔룡동",10.1188095128713
"48","경상남도","48121","창원시 의창구","48121530","명곡동",6.45761188306307
"48","경상남도","48121","창원시 의창구","48121540","봉림동",11.9763561428707
"27","대구광역시","27200","남구","27200610","대명6동",1.81687656727918
"48","경상남도","48123","창원시 성산구","48123520","중앙동",8.93996653500084
"27","대구광역시","27200","남구","27200640","대명9동",3.08995250914764
"48","경상남도","48123","창원시 성산구","48123540","사파동",8.18825160194452
"48","경상남도","48123","창원시 성산구","48123550","가음정동",2.91808573071109
"48","경상남도","48123","창원시 성산구","48123560","성주동",24.6947237509307
"48","경상남도","48123","창원시 성산구","48123570","웅남동",38.2163574837206
"27","대구광역시","27200","남구","27200650","대명10동",0.531045004809082
"48","경상남도","48125","창원시 마산합포구","48125310","구산면",44.1235162725553
"48","경상남도","48125","창원시 마산합포구","48125320","진동면",32.6214191004025
"48","경상남도","48125","창원시 마산합포구","48125330","진북면",46.7468893529601
"48","경상남도","48125","창원시 마산합포구","48125340","진전면",78.4545846333511
"48","경상남도","48125","창원시 마산합포구","48125510","현동",19.5029098441294
"48","경상남도","48125","창원시 마산합포구","48125520","가포동",5.39534370100888
"48","경상남도","48125","창원시 마산합포구","48125530","월영동",2.72346844972695
"48","경상남도","48125","창원시 마산합포구","48125540","문화동",2.34047358343984
"48","경상남도","48125","창원시 마산합포구","48125570","완월동",2.76565089810731
"48","경상남도","48125","창원시 마산합포구","48125580","자산동",1.15454417588609
"51","강원특별자치도","51110","춘천시","51110545","약사명동",0.530549378061404
"27","대구광역시","27200","남구","27200660","대명11동",0.903373079444013
"48","경상남도","48125","창원시 마산합포구","48125565","반월중앙동",1.03201959800804
"48","경상남도","48125","창원시 마산합포구","48125630","오동동",1.80794304120929
"48","경상남도","48125","창원시 마산합포구","48125610","교방동",2.71940672366314
"48","경상남도","48127","창원시 마산회원구","48127250","내서읍",56.0712705764731
"27","대구광역시","27260","수성구","27260510","범어1동",1.1630468258935
"27","대구광역시","27260","수성구","27260540","범어4동",1.09943864343675
"48","경상남도","48127","창원시 마산회원구","48127550","회성동",9.5559917721065
"27","대구광역시","27260","수성구","27260561","만촌3동",1.79131077753113
"48","경상남도","48127","창원시 마산회원구","48127570","양덕2동",1.73296368759487
"48","경상남도","48127","창원시 마산회원구","48127580","합성1동",5.3161771181161
"27","대구광역시","27260","수성구","27260570","수성1가동",0.599529274039042
"48","경상남도","48127","창원시 마산회원구","48127600","구암1동",2.35469058183698
"27","대구광역시","27260","수성구","27260580","수성2·3가동",0.646067128155348
"48","경상남도","48127","창원시 마산회원구","48127620","봉암동",6.35526944951664
"48","경상남도","48127","창원시 마산회원구","48127545","석전동",1.85301819601615
"48","경상남도","48129","창원시 진해구","48129540","여좌동",5.22862521116823
"27","대구광역시","27290","달서구","27290550","두류3동",1.17369240704217
"48","경상남도","48129","창원시 진해구","48129560","경화동",3.06483329660872
"48","경상남도","48129","창원시 진해구","48129570","병암동",0.975513105154184
"48","경상남도","48129","창원시 진해구","48129580","석동",2.40264549016638
"27","대구광역시","27230","북구","27230610","산격1동",0.9459109921047
"47","경상북도","47230","영천시","47230340","화북면",87.0275678877653
"47","경상북도","47230","영천시","47230350","화남면",79.180057579769
"47","경상북도","47230","영천시","47230360","자양면",88.9261676550457
"47","경상북도","47230","영천시","47230370","임고면",87.7164238982328
"27","대구광역시","27260","수성구","27260601","황금1동",2.59504941747437
"47","경상북도","47230","영천시","47230380","고경면",119.921468139931
"47","경상북도","47230","영천시","47230510","동부동",10.7120048627839
"47","경상북도","47230","영천시","47230520","중앙동",20.7558171281766
"47","경상북도","47230","영천시","47230535","서부동",15.0253419620233
"11","서울특별시","11110","종로구","11110580","교남동",0.346667132693418
"11","서울특별시","11110","종로구","11110600","가회동",0.539599850686054
"11","서울특별시","11110","종로구","11110615","종로1·2·3·4가동",2.4142213918109
"11","서울특별시","11110","종로구","11110630","종로5·6가동",0.602712836040773
"11","서울특별시","11110","종로구","11110640","이화동",0.781810116345653
"11","서울특별시","11110","종로구","11110670","창신1동",0.304915086684868
"11","서울특별시","11110","종로구","11110680","창신2동",0.257320955660165
"47","경상북도","47230","영천시","47230540","완산동",5.07568916482594
"47","경상북도","47230","영천시","47230555","남부동",27.179696398716
"27","대구광역시","27110","중구","27110670","남산4동",0.452674670269329
"27","대구광역시","27260","수성구","27260610","중동",0.896600944822497
"48","경상남도","48220","통영시","48220510","도천동",6.57016601836057
"48","경상남도","48220","통영시","48220665","미수동",2.5189475812079
"48","경상남도","48220","통영시","48220670","봉평동",3.88931712279705
"48","경상남도","48250","김해시","48250250","진영읍",39.6945510854592
"48","경상남도","48250","김해시","48250320","주촌면",31.2100579694622
"48","경상남도","48250","김해시","48250330","진례면",44.5290869596744
"48","경상남도","48250","김해시","48250340","한림면",59.5526859081062
"48","경상남도","48250","김해시","48250350","생림면",50.6046381724123
"11","서울특별시","11140","중구","11140680","중림동",0.48402315358159
"27","대구광역시","27260","수성구","27260620","상동",1.32674365225306
"11","서울특별시","11140","중구","11140625","다산동",0.523575874424057
"27","대구광역시","27260","수성구","27260630","파동",5.82852327965441
"27","대구광역시","27260","수성구","27260640","두산동",1.95870747750018
"27","대구광역시","27260","수성구","27260651","지산1동",2.84677409159684
"27","대구광역시","27260","수성구","27260652","지산2동",1.7060952402976
"27","대구광역시","27260","수성구","27260662","범물2동",2.09542251214499
"27","대구광역시","27290","달서구","27290590","본리동",1.09154502243024
"48","경상남도","48270","밀양시","48270530","삼문동",2.65561547463218
"11","서울특별시","11170","용산구","11170650","이태원1동",0.582381387133499
"11","서울특별시","11170","용산구","11170660","이태원2동",0.87366714163873
"11","서울특별시","11170","용산구","11170690","서빙고동",2.81507048246522
"11","서울특별시","11170","용산구","11170700","보광동",0.714558483059898
"27","대구광역시","27290","달서구","27290555","감삼동",1.10867139443164
"48","경상남도","48129","창원시 진해구","48129610","덕산동",2.7918927183993
"48","경상남도","48129","창원시 진해구","48129620","풍호동",8.13620596927773
"48","경상남도","48129","창원시 진해구","48129630","웅천동",30.8815489041154
"48","경상남도","48129","창원시 진해구","48129640","웅동1동",32.7788557173057
"48","경상남도","48129","창원시 진해구","48129650","웅동2동",15.6187882214058
"48","경상남도","48129","창원시 진해구","48129530","충무동",18.3576138474756
"11","서울특별시","11200","성동구","11200590","금호1가동",0.445096955518929
"11","서울특별시","11200","성동구","11200620","금호4가동",0.831188926069818
"11","서울특별시","11200","성동구","11200650","성수1가1동",1.8844416062843
"11","서울특별시","11200","성동구","11200660","성수1가2동",0.929378343176242
"48","경상남도","48720","의령군","48720350","용덕면",33.7099349862488
"48","경상남도","48720","의령군","48720360","정곡면",40.0887001363113
"48","경상남도","48720","의령군","48720370","지정면",46.882714883417
"48","경상남도","48720","의령군","48720380","낙서면",23.348887807627
"48","경상남도","48720","의령군","48720390","부림면",47.3388916325003
"48","경상남도","48730","함안군","48730250","가야읍",40.9269306494492
"48","경상남도","48730","함안군","48730253","칠원읍",50.4665432160614
"48","경상남도","48730","함안군","48730310","함안면",28.9569519447256
"48","경상남도","48730","함안군","48730320","군북면",79.9154791438921
"27","대구광역시","27290","달서구","27290563","죽전동",0.808227433847043
"11","서울특별시","11200","성동구","11200720","송정동",0.68139457854961
"11","서울특별시","11200","성동구","11200790","용답동",2.37533405888173
"27","대구광역시","27290","달서구","27290568","장기동",2.80027529630091
"27","대구광역시","27290","달서구","27290602","월성2동",6.99398715643811
"27","대구광역시","27290","달서구","27290624","상인1동",1.50151367073444
"48","경상남도","48730","함안군","48730380","산인면",36.8326321795487
"48","경상남도","48730","함안군","48730390","여항면",28.2503344603197
"48","경상남도","48740","창녕군","48740250","창녕읍",60.8633898916619
"48","경상남도","48740","창녕군","48740253","남지읍",54.7065682789395
"48","경상남도","48740","창녕군","48740310","고암면",43.9644943731422
"48","경상남도","48740","창녕군","48740320","성산면",46.8061674994934
"48","경상남도","48740","창녕군","48740330","대합면",46.3060427099703
"48","경상남도","48740","창녕군","48740340","이방면",46.4563861559159
"48","경상남도","48740","창녕군","48740350","유어면",33.2896461099094
"48","경상남도","48740","창녕군","48740360","대지면",18.0102909091548
"48","경상남도","48740","창녕군","48740370","계성면",27.7052252959752
"48","경상남도","48740","창녕군","48740380","영산면",29.2943360186283
"48","경상남도","48740","창녕군","48740390","장마면",29.9031246908998
"48","경상남도","48740","창녕군","48740400","도천면",25.4293053378683
"27","대구광역시","27170","서구","27170650","평리4동",0.735778069566213
"11","서울특별시","11200","성동구","11200615","금호2·3가동",0.63071894649389
"27","대구광역시","27290","달서구","27290625","상인2동",0.92837888346839
"48","경상남도","48820","고성군","48820400","회화면",29.814696605717
"48","경상남도","48820","고성군","48820410","마암면",33.8068274359119
"48","경상남도","48820","고성군","48820420","동해면",54.39499493759
"48","경상남도","48820","고성군","48820430","거류면",36.5874718146048
"27","대구광역시","27290","달서구","27290626","상인3동",3.67345691023208
"27","대구광역시","27290","달서구","27290628","도원동",10.5947731702703
"27","대구광역시","27290","달서구","27290630","송현1동",2.42723263244457
"48","경상남도","48890","합천군","48890390","청덕면",57.081806512257
"48","경상남도","48890","합천군","48890400","적중면",23.8929155485442
"27","대구광역시","27290","달서구","27290640","송현2동",0.962912540306935
"27","대구광역시","27290","달서구","27290650","본동",1.10072731627995
"11","서울특별시","11110","종로구","11110515","청운효자동",2.5685600462428
"11","서울특별시","11110","종로구","11110650","혜화동",1.13157012878441
"11","서울특별시","11140","중구","11140520","소공동",0.943090046921003
"11","서울특별시","11140","중구","11140540","회현동",0.897156124269988
"11","서울특별시","11140","중구","11140550","명동",0.968876243784493
"11","서울특별시","11140","중구","11140570","필동",1.46358671175969
"11","서울특별시","11140","중구","11140580","장충동",1.01715898033282
"11","서울특별시","11140","중구","11140590","광희동",0.736648864960523
"11","서울특별시","11140","중구","11140605","을지로동",0.611191794254215
"11","서울특별시","11215","광진구","11215770","중곡4동",2.31168695605164
"27","대구광역시","27290","달서구","27290571","용산1동",1.32020036421945
"11","서울특별시","11170","용산구","11170510","후암동",0.865244085010627
"11","서울특별시","11170","용산구","11170520","용산2가동",1.970141642628
"11","서울특별시","11170","용산구","11170530","남영동",1.17690880172898
"27","대구광역시","27290","달서구","27290515","성당동",1.96943448834189
"27","대구광역시","27290","달서구","27290535","두류1·2동",1.29714682297785
"31","울산광역시","31110","중구","31110610","다운동",8.85302108922657
"31","울산광역시","31110","중구","31110620","병영1동",1.45094594411157
"31","울산광역시","31110","중구","31110630","병영2동",4.04979306090168
"31","울산광역시","31110","중구","31110640","약사동",2.7390727783439
"31","울산광역시","31110","중구","31110650","성안동",7.0696645074227
"31","울산광역시","31110","중구","31110585","중앙동",1.64931582644846
"31","울산광역시","31140","남구","31140510","신정1동",1.53177970474348
"31","울산광역시","31140","남구","31140520","신정2동",2.89165332762239
"11","서울특별시","11290","성북구","11290630","정릉2동",1.09406449835859
"11","서울특별시","11290","성북구","11290640","정릉3동",3.32462768494535
"11","서울특별시","11290","성북구","11290650","정릉4동",3.56823220065211
"11","서울특별시","11290","성북구","11290660","길음1동",0.79671026716524
"11","서울특별시","11215","광진구","11215810","광장동",2.39191344372984
"11","서울특별시","11215","광진구","11215820","자양1동",0.568431342380368
"11","서울특별시","11215","광진구","11215830","자양2동",1.6562504537257
"31","울산광역시","31140","남구","31140530","신정3동",1.02348084025211
"31","울산광역시","31140","남구","31140550","신정5동",0.597779905727666
"11","서울특별시","11230","동대문구","11230710","회기동",0.766332542566888
"11","서울특별시","11230","동대문구","11230720","휘경1동",0.521397639111179
"52","전북특별자치도","52130","군산시","52130701","나운1동",1.19393926243915
"31","울산광역시","31140","남구","31140635","수암동",0.563692289470705
"31","울산광역시","31140","남구","31140640","선암동",28.5333768873785
"11","서울특별시","11260","중랑구","11260570","면목7동",1.23452404036843
"11","서울특별시","11260","중랑구","11260580","상봉1동",0.853561832128257
"52","전북특별자치도","52130","군산시","52130702","나운2동",0.836259289479894
"52","전북특별자치도","52130","군산시","52130710","소룡동",52.5953704172702
"31","울산광역시","31170","동구","31170530","화정동",1.03664788634081
"31","울산광역시","31170","동구","31170540","대송동",2.81112084645284
"31","울산광역시","31170","동구","31170550","전하1동",6.50221880157215
"11","서울특별시","11290","성북구","11290715","월곡1동",0.801148522573887
"11","서울특별시","11290","성북구","11290725","월곡2동",1.36421647326815
"11","서울특별시","11290","성북구","11290760","장위1동",0.708007179416603
"11","서울특별시","11290","성북구","11290770","장위2동",0.679022012561067
"11","서울특별시","11290","성북구","11290780","장위3동",0.652103731157812
"11","서울특별시","11290","성북구","11290525","성북동",2.87774990668549
"52","전북특별자치도","52130","군산시","52130720","미성동",26.5862569307181
"52","전북특별자치도","52130","군산시","52130703","나운3동",9.10880645704682
"52","전북특별자치도","52140","익산시","52140250","함열읍",18.9264111820537
"52","전북특별자치도","52140","익산시","52140310","오산면",29.9423574033235
"52","전북특별자치도","52140","익산시","52140647","영등2동",1.46771887387191
"11","서울특별시","11305","강북구","11305603","번2동",0.973558476316001
"31","울산광역시","31170","동구","31170590","남목2동",3.55752568518025
"31","울산광역시","31170","동구","31170560","전하2동",0.696288930070834
"31","울산광역시","31200","북구","31200570","송정동",10.7630064530307
"31","울산광역시","31200","북구","31200580","양정동",6.73478624640602
"31","울산광역시","31200","북구","31200590","염포동",5.67608143812818
"31","울산광역시","31710","울주군","31710250","온산읍",40.9864139785238
"31","울산광역시","31710","울주군","31710253","언양읍",68.3962616552694
"31","울산광역시","31710","울주군","31710256","온양읍",64.4034633219866
"31","울산광역시","31710","울주군","31710259","범서읍",76.5552154548499
"31","울산광역시","31710","울주군","31710262","청량읍",59.9353573144476
"31","울산광역시","31710","울주군","31710265","삼남읍",31.1822247146594
"31","울산광역시","31710","울주군","31710310","서생면",37.2168680310172
"31","울산광역시","31710","울주군","31710340","웅촌면",51.4109564888645
"31","울산광역시","31710","울주군","31710360","두동면",62.9768652538035
"31","울산광역시","31710","울주군","31710370","두서면",78.9225828072769
"31","울산광역시","31710","울주군","31710380","상북면",122.932599526288
"31","울산광역시","31710","울주군","31710400","삼동면",62.1048301956727
"47","경상북도","47130","경주시","47130259","외동읍",109.337252212629
"47","경상북도","47130","경주시","47130320","양남면",85.2967711572515
"47","경상북도","47130","경주시","47130330","내남면",121.15682914993
"47","경상북도","47130","경주시","47130340","산내면",142.749305292399
"47","경상북도","47130","경주시","47130515","중부동",0.931056131264073
"48","경상남도","48250","김해시","48250600","불암동",2.54696758516703
"48","경상남도","48250","김해시","48250610","장유1동",13.4931438055181
"48","경상남도","48250","김해시","48250620","장유2동",19.8004638177796
"48","경상남도","48250","김해시","48250630","장유3동",22.0759377977682
"48","경상남도","48270","밀양시","48270250","삼랑진읍",78.7968481486608
"48","경상남도","48270","밀양시","48270253","하남읍",36.6279766551444
"48","경상남도","48270","밀양시","48270310","부북면",55.5461005238658
"48","경상남도","48270","밀양시","48270320","상동면",52.192885854055
"48","경상남도","48270","밀양시","48270330","산외면",35.4265447992711
"48","경상남도","48270","밀양시","48270340","산내면",107.927846823342
"48","경상남도","48270","밀양시","48270350","단장면",142.532046317347
"48","경상남도","48270","밀양시","48270360","상남면",56.0629733223284
"48","경상남도","48270","밀양시","48270370","초동면",48.4476385537794
"48","경상남도","48270","밀양시","48270540","가곡동",6.22837455630866
"48","경상남도","48310","거제시","48310330","남부면",33.4800209492426
"48","경상남도","48310","거제시","48310340","거제면",37.3804087633184
"48","경상남도","48310","거제시","48310350","둔덕면",33.932461825923
"48","경상남도","48310","거제시","48310360","사등면",35.0760946895051
"48","경상남도","48310","거제시","48310370","연초면",40.7225226520647
"48","경상남도","48310","거제시","48310380","하청면",29.5743954012168
"48","경상남도","48310","거제시","48310390","장목면",37.9680614274529
"48","경상남도","48310","거제시","48310530","능포동",3.46848562416437
"48","경상남도","48310","거제시","48310540","아주동",13.1549246394831
"48","경상남도","48310","거제시","48310550","옥포1동",2.0785568242428
"48","경상남도","48310","거제시","48310560","옥포2동",8.86761479447117
"48","경상남도","48310","거제시","48310570","장평동",7.88874962165001
"48","경상남도","48310","거제시","48310580","고현동",5.74194620745704
"48","경상남도","48310","거제시","48310590","상문동",20.8229341806548
"48","경상남도","48310","거제시","48310600","수양동",11.1994596343916
"48","경상남도","48310","거제시","48310510","장승포동",3.75112280131055
"48","경상남도","48330","양산시","48330253","물금읍",19.7782327457211
"48","경상남도","48330","양산시","48330310","동면",56.3946828836913
"48","경상남도","48330","양산시","48330320","원동면",148.684838700887
"48","경상남도","48330","양산시","48330330","상북면",68.0295676080316
"48","경상남도","48330","양산시","48330340","하북면",69.6401030632884
"48","경상남도","48330","양산시","48330520","삼성동",16.0707338938704
"48","경상남도","48330","양산시","48330530","강서동",29.5582874041453
"48","경상남도","48330","양산시","48330540","서창동",22.1071184090719
"48","경상남도","48330","양산시","48330550","소주동",18.3948893452613
"48","경상남도","48330","양산시","48330560","평산동",10.797416762556
"48","경상남도","48330","양산시","48330515","양주동",1.88187091898532
"11","서울특별시","11320","도봉구","11320710","방학3동",1.94954987555561
"11","서울특별시","11320","도봉구","11320511","창1동",1.12131807065132
"48","경상남도","48123","창원시 성산구","48123510","반송동",2.29890464436745
"48","경상남도","48123","창원시 성산구","48123530","상남동",1.14933126798305
"11","서울특별시","11320","도봉구","11320514","창4동",1.13880314912547
"48","경상남도","48123","창원시 성산구","48123515","용지동",2.6509064376328
"11","서울특별시","11320","도봉구","11320521","도봉1동",8.44506921343582
"48","경상남도","48125","창원시 마산합포구","48125640","합포동",0.578748772560364
"48","경상남도","48125","창원시 마산합포구","48125650","산호동",0.924215137388702
"48","경상남도","48127","창원시 마산회원구","48127510","회원1동",0.692839580922767
"11","서울특별시","11350","노원구","11350600","공릉2동",6.97965162125043
"48","경상남도","48127","창원시 마산회원구","48127520","회원2동",3.44224520489611
"48","경상남도","48127","창원시 마산회원구","48127560","양덕1동",0.828137419972025
"48","경상남도","48127","창원시 마산회원구","48127590","합성2동",1.86701275259206
"11","서울특별시","11350","노원구","11350595","공릉1동",1.26229316861187
"48","경상남도","48127","창원시 마산회원구","48127610","구암2동",0.779344403461002
"11","서울특별시","11350","노원구","11350630","상계1동",5.39848371566864
"11","서울특별시","11410","서대문구","11410685","홍은2동",2.07355128756835
"11","서울특별시","11410","서대문구","11410690","남가좌1동",0.47518644613277
"11","서울특별시","11410","서대문구","11410700","남가좌2동",0.783220509429472
"11","서울특별시","11410","서대문구","11410710","북가좌1동",0.577555039185158
"11","서울특별시","11410","서대문구","11410720","북가좌2동",0.824237076272947
"11","서울특별시","11410","서대문구","11410565","충현동",1.11517125790829
"11","서울특별시","11410","서대문구","11410555","북아현동",0.458651887267994
"11","서울특별시","11410","서대문구","11410585","신촌동",2.7182198689213
"11","서울특별시","11410","서대문구","11410615","연희동",2.92708824185494
"27","대구광역시","27260","수성구","27260520","범어2동",1.02417527537052
"43","충청북도","43150","제천시","43150330","수산면",88.8183816769207
"43","충청북도","43150","제천시","43150380","송학면",73.0091379208655
"43","충청북도","43150","제천시","43150577","신백동",34.5471980510346
"48","경상남도","48129","창원시 진해구","48129550","태백동",0.857374757906615
"48","경상남도","48129","창원시 진해구","48129590","이동",0.828144070260507
"48","경상남도","48129","창원시 진해구","48129600","자은동",5.35901853701874
"11","서울특별시","11110","종로구","11110570","무악동",0.369245483094076
"11","서울특별시","11110","종로구","11110690","창신3동",0.216671886059118
"11","서울특별시","11500","강서구","11500640","방화2동",6.15314301447672
"11","서울특별시","11650","서초구","11650621","방배4동",0.948814650908086
"11","서울특별시","11650","서초구","11650651","양재1동",5.76070641707022
"11","서울특별시","11650","서초구","11650652","양재2동",7.5565166309807
"11","서울특별시","11650","서초구","11650660","내곡동",12.6991540821642
"11","서울특별시","11110","종로구","11110700","숭인1동",0.239215319303365
